
#38.0102
#Cette usine créée en 1967 possède deux INB (n°65 et 90).
16	.	.	PUNCT	O	O	15	punct


#Le site industriel est couvert par 14 298 m² de bâtiments.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	IO	O	5	nsubj:pass
3	industriel	industriel	ADJ	EO	O	2	amod
4	est	être	AUX	O	O	5	aux:pass
5	couvert	couvrir	VERB	O	O	5	ROOT
6	par	par	ADP	O	O	9	case
7	14	14	DET	O	O	9	det
8	298	298	DET	O	O	9	det
9	m²	m²	NOUN	O	O	5	obl:agent
10	de	de	ADP	O	O	11	case
11	bâtiments	bâtiment	NOUN	EO	O	9	nmod
12	.	.	PUNCT	O	O	5	punct


#Les zones de stockage, de circulation et de stationnement imperméabilisées représentent une surface totale de 11 900 m².
1	Les	le	DET	BO	O	2	det
2	zones	zone	NOUN	IO	O	12	nsubj
3	de	de	ADP	IO	O	4	case
4	stockage	stockage	NOUN	EO	O	2	nmod
5	,	,	PUNCT	O	O	7	punct
6	de	de	ADP	O	O	7	case
7	circulation	circulation	NOUN	O	O	4	conj
8	et	et	CCONJ	O	O	10	cc
9	de	de	ADP	O	O	10	case
10	stationnement	stationnement	NOUN	O	O	4	conj
11	imperméabilisées	imperméabiliser	VERB	EN	O	2	acl
12	représentent	représenter	VERB	O	O	12	ROOT
13	une	un	DET	O	O	14	det
14	surface	surface	NOUN	O	O	12	obj
15	totale	total	ADJ	O	O	14	amod
16	de	de	ADP	O	O	19	case
17	11	11	DET	O	O	19	det
18	900	900	DET	O	O	19	det
19	m²	m²	NOUN	O	O	14	nmod
20	.	.	PUNCT	O	O	12	punct


#Le site est situé dans une zone à dominante d'activités économiques et industrielles.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	situé	situer	VERB	IL	O	4	ROOT
5	dans	dans	ADP	IL	O	7	case
6	une	un	DET	IL	O	7	det
7	zone	zone	NOUN	IL	O	4	obl:arg
8	à	à	ADP	IL	O	9	case
9	dominante	dominante	NOUN	IL	O	7	nmod
10	d'	de	ADP	IL	O	11	case
11	activités	activité	NOUN	IA	O	7	nmod
12	économiques	économique	ADJ	IA	O	11	amod
13	et	et	CCONJ	IA	O	14	cc
14	industrielles	industriel	ADJ	EA	O	12	conj
15	.	.	PUNCT	O	O	4	punct


#L'occupation du sol aux abords immédiat du site industriel est la suivante :
1	L'	le	DET	O	O	2	det
2	occupation	occupation	NOUN	O	O	13	nsubj
3	du	de	ADP	O	O	4	case
4	sol	sol	NOUN	O	O	2	nmod
5	aux	à	ADP	BL	O	6	case
6	abords	abord	NOUN	IL	O	2	nmod
7	immédiat	immédiat	ADJ	IL	O	6	amod
8	du	de	ADP	IL	O	9	case
9	site	site	NOUN	IO	O	6	nmod
10	industriel	industriel	ADJ	EO	O	9	amod
11	est	être	AUX	O	O	13	cop
12	la	le	DET	O	O	13	det
13	suivante	suivant	ADJ	O	O	13	ROOT
14	:	:	PUNCT	O	O	13	punct


#- A l 'est : la route départementale 3 (avenue Charles de Gaulle) et une zone résidentielle avec une école,
1	-	-	PUNCT	O	O	4	punct
2	A	à	ADP	BL	O	4	case
3	l	l	DET	IL	O	4	det
4	'	'	PRON	IL	O	5	case
5	est	est	NOUN	IL	O	8	nmod
6	:	:	PUNCT	IL	O	8	punct
7	la	le	DET	IL	O	8	det
8	route	route	NOUN	IL	O	8	ROOT
9	départementale	départemental	ADJ	IL	O	8	amod
10	3	3	NUM	IL	O	8	nummod
11	(	(	PUNCT	IL	O	8	punct
12	avenue	avenue	NOUN	IL	O	8	appos
13	Charles	Charles	PROPN	IL	BI	12	nmod
14	de	de	ADP	IL	II	15	case
15	Gaulle	Gaulle	PROPN	EL	EI	13	nmod
16	)	)	PUNCT	O	O	8	punct
17	et	et	CCONJ	O	O	19	cc
18	une	un	DET	BO	O	19	det
19	zone	zone	NOUN	EO	O	8	conj
20	résidentielle	résidentiel	ADJ	EO	O	19	amod
21	avec	avec	ADP	O	O	23	case
22	une	un	DET	BO	O	23	det
23	école	école	NOUN	EO	O	19	nmod
24	,	,	PUNCT	O	O	8	punct


#- A l'ouest : la rue de la gare, la voie ferrée puis des habitations,
1	-	-	PUNCT	O	O	7	punct
2	A	à	ADP	O	O	4	case
3	l'	le	DET	O	O	4	det
4	ouest	ouest	NOUN	O	O	7	nmod
5	:	:	PUNCT	O	O	7	punct
6	la	le	DET	BL	O	7	det
7	rue	rue	NOUN	IL	O	7	ROOT
8	de	de	ADP	IL	O	10	case
9	la	le	DET	IL	O	10	det
10	gare	gare	NOUN	EL	O	7	nmod
11	,	,	PUNCT	O	O	13	punct
12	la	le	DET	BL	O	13	det
13	voie	voie	NOUN	IL	O	7	conj
14	ferrée	ferré	ADJ	IL	O	13	amod
15	puis	puis	CCONJ	IL	O	17	cc
16	des	de	ADP	IL	O	17	case
17	habitations	habitation	NOUN	EL	O	7	conj
18	,	,	PUNCT	O	O	7	punct


#- Au sud-est : la rivière I'Ondaine, un garage automobile et la Zone Artisanale du Parc,
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	sud-est	sud-est	NOUN	IL	O	6	nmod
4	:	:	PUNCT	O	O	6	punct
5	la	le	DET	BL	O	6	det
6	rivière	rivière	NOUN	IL	O	6	ROOT
7	I'	I'	PROPN	EL	O	6	nmod
8	Ondaine	Ondaine	PROPN	EL	O	7	flat:name
9	,	,	PUNCT	O	O	11	punct
10	un	un	DET	BO	O	11	det
11	garage	garage	NOUN	BO	O	6	conj
12	automobile	automobile	ADJ	EO	O	11	amod
13	et	et	CCONJ	O	O	15	cc
14	la	le	DET	BO	O	15	det
15	Zone	zone	NOUN	IO	O	6	conj
16	Artisanale	artisanal	ADJ	IO	O	15	amod
17	du	de	ADP	IO	O	18	case
18	Parc	parc	NOUN	EO	O	15	nmod
19	,	,	PUNCT	O	O	6	punct


#- Au sud : le chemin vicinal ordinaire d'Aurec-sur-Loire à Firminy, la société SOGELAN (outillage mécanique) et le complexe sportif du Château Dorian,
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	sud	sud	NOUN	IL	O	6	nmod
4	:	:	PUNCT	IL	O	6	punct
5	le	le	DET	IL	O	6	det
6	chemin	chemin	NOUN	IL	O	6	ROOT
7	vicinal	vicinal	ADJ	IL	O	6	amod
8	ordinaire	ordinaire	ADJ	IL	O	6	amod
9	d'	de	ADP	IL	O	10	case
10	Aurec-sur-Loire	Aurec-sur-Loire	PROPN	IL	O	6	nmod
11	à	à	ADP	IL	O	12	case
12	Firminy	Firminy	PROPN	IL	O	6	nmod
13	,	,	PUNCT	O	O	15	punct
14	la	le	DET	BO	BI	15	det
15	société	société	NOUN	IO	II	6	conj
16	SOGELAN	SOGELAN	PROPN	EO	EI	15	nmod
17	(	(	PUNCT	O	O	15	punct
18	outillage	outillage	NOUN	O	O	15	appos
19	mécanique	mécanique	ADJ	O	O	18	amod
20	)	)	PUNCT	O	O	15	punct
21	et	et	CCONJ	O	O	23	cc
22	le	le	DET	BO	O	23	det
23	complexe	complexe	NOUN	EO	O	6	conj
24	sportif	sportif	ADJ	EO	O	23	amod
25	du	de	ADP	IL	O	26	case
26	Château	château	NOUN	IL	O	23	nmod
27	Dorian	Dorian	PROPN	EL	O	26	nmod
28	,	,	PUNCT	O	O	6	punct


#- Au nord : la rue du Lieutenant Demore et des habitations.
1	-	-	PUNCT	O	O	6	punct
2	Au	au	ADP	BL	O	3	case
3	nord	nord	NOUN	IL	O	6	nmod
4	:	:	PUNCT	O	O	6	punct
5	la	le	DET	BL	O	6	det
6	rue	rue	NOUN	IL	O	6	ROOT
7	du	de	ADP	IL	O	8	case
8	Lieutenant	lieutenant	NOUN	IL	O	6	nmod
9	Demore	Demore	PROPN	EO	O	8	flat:name
10	et	et	CCONJ	O	O	12	cc
11	des	de	ADP	O	O	12	case
12	habitations	habitation	NOUN	EL	O	8	conj
13	.	.	PUNCT	O	O	6	punct


#Un Plan de Prévention Risques Naturels Inondation est en cours d'élaboration depuis février 2003 sur la commune de FRAISSES.
1	Un	un	DET	BO	O	2	det
2	Plan	plan	NOUN	IO	O	10	nsubj
3	de	de	ADP	IO	O	4	case
4	Prévention	prévention	NOUN	IO	O	2	nmod
5	Risques	risque	NOUN	IO	O	4	nmod
6	Naturels	naturel	ADJ	IO	O	5	amod
7	Inondation	inondation	NOUN	EO	O	4	nmod
8	est	être	AUX	BN	O	10	cop
9	en	en	ADP	EN	O	10	case
10	cours	cours	NOUN	O	O	10	ROOT
11	d'	de	ADP	O	O	12	case
12	élaboration	élaboration	NOUN	O	O	10	nmod
13	depuis	depuis	ADP	BT	O	14	case
14	février	février	NOUN	IT	O	10	obl:mod
15	2003	2003	NUM	ET	O	14	nmod
16	sur	sur	ADP	BL	O	18	case
17	la	le	DET	IL	O	18	det
18	commune	commune	NOUN	IL	O	10	obl:mod
19	de	de	ADP	IL	O	20	case
20	FRAISSES	FRAISSES	PROPN	EL	O	18	nmod
21	.	.	PUNCT	O	O	10	punct


#Deux bâtiments vont se trouver dans la zone d 'écoulement des crues centennales.
1	Deux	Deux	NUM	BO	O	2	nummod
2	bâtiments	bâtiment	NOUN	EO	O	3	nsubj
3	vont	aller	VERB	BR	O	3	ROOT
4	se	se	PRON	BL	O	5	expl:comp
5	trouver	trouver	VERB	IL	O	3	xcomp
6	dans	dans	ADP	IL	O	8	case
7	la	le	DET	IL	O	8	det
8	zone	zone	NOUN	IL	O	5	obl:arg
9	d	d	ADP	IL	O	10	case
10	'	'	PUNCT	IL	O	8	nmod
11	écoulement	écoulement	NOUN	EN	O	8	nmod
12	des	de	ADP	O	O	13	case
13	crues	crue	NOUN	O	O	11	nmod
14	centennales	centennal	ADJ	O	O	13	amod
15	.	.	PUNCT	O	O	3	punct


#Par conséquent, les deux bâtiments respectent une cote NGF pour le niveau zéro des bâtiments à construire.
1	Par	par	ADP	O	O	2	case
2	conséquent	conséquent	NOUN	O	O	7	obl:mod
3	,	,	PUNCT	O	O	7	punct
4	les	le	DET	BO	O	6	det
5	deux	deux	NUM	BO	O	6	nummod
6	bâtiments	bâtiment	NOUN	EO	O	7	nsubj
7	respectent	respecter	VERB	O	O	7	ROOT
8	une	un	DET	O	O	9	det
9	cote	cote	NOUN	O	O	7	obj
10	NGF	NGF	PROPN	O	O	9	nmod
11	pour	pour	ADP	O	O	13	case
12	le	le	DET	O	O	13	det
13	niveau	niveau	NOUN	O	O	9	nmod
14	zéro	zéro	NUM	O	O	13	amod
15	des	de	ADP	O	O	16	case
16	bâtiments	bâtiment	NOUN	O	O	13	nmod
17	à	à	ADP	O	O	18	mark
18	construire	construire	VERB	O	O	16	acl
19	.	.	PUNCT	O	O	7	punct


#Cette cote est imposée par l'administration.
1	Cette	ce	DET	O	O	2	det
2	cote	cote	NOUN	O	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	imposée	imposer	VERB	O	O	4	ROOT
5	par	par	ADP	O	O	7	case
6	l'	le	DET	O	O	7	det
7	administration	administration	NOUN	O	O	4	obl:agent
8	.	.	PUNCT	O	O	4	punct


#L’activité de la société AKERS Specialty Rolls était la fabrication de cylindres de laminoir forgés et de frettes de coulée continue en aluminium.
1	L’	l’	DET	BO	O	2	det
2	activité	activité	NOUN	EO	O	11	nsubj
3	de	de	ADP	O	O	5	case
4	la	le	DET	BO	BI	5	det
5	société	société	NOUN	IO	II	2	nmod
6	AKERS	AKERS	PROPN	EO	BI	5	nmod
7	Specialty	Specialty	X	EO	II	6	flat:name
8	Rolls	Rolls	X	EO	EI	5	amod
9	était	être	AUX	O	O	11	cop
10	la	le	DET	BA	O	11	det
11	fabrication	fabrication	NOUN	BA	O	11	ROOT
12	de	de	ADP	IA	O	13	case
13	cylindres	cylindre	NOUN	IA	ES	11	nmod
14	de	de	ADP	IA	O	15	case
15	laminoir	laminoir	NOUN	EA	O	13	nmod
16	forgés	forger	VERB	IA	O	13	acl
17	et	et	CCONJ	O	O	19	cc
18	de	de	ADP	BO	O	19	case
19	frettes	frette	NOUN	IO	O	13	conj
20	de	de	ADP	IO	O	21	case
21	coulée	coulée	NOUN	IO	O	19	nmod
22	continue	continu	ADJ	EO	O	21	amod
23	en	en	ADP	O	O	24	case
24	aluminium	aluminium	NOUN	BO	BS	21	nmod
25	.	.	PUNCT	O	O	11	punct


#Contexte hydrogéologique :
1	Contexte	contexte	NOUN	O	O	1	ROOT
2	hydrogéologique	hydrogéologique	ADJ	O	O	1	amod
3	:	:	PUNCT	O	O	1	punct


#Le site se trouve sur un domaine sans nappe étendue et dépourvue d'aquifère libre ou captive (sinon très localisé).
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj
3	se	se	PRON	BL	O	4	expl:comp
4	trouve	trouve	VERB	IL	O	4	ROOT
5	sur	sur	ADP	IL	O	7	case
6	un	un	DET	IL	O	7	det
7	domaine	domaine	NOUN	EL	O	4	obl:arg
8	sans	sans	ADP	O	O	9	case
9	nappe	nappe	NOUN	O	O	7	nmod
10	étendue	étendu	ADJ	O	O	9	amod
11	et	et	CCONJ	O	O	12	cc
12	dépourvue	dépourvu	ADJ	O	O	10	conj
13	d'	de	ADP	O	O	14	case
14	aquifère	aquifère	NOUN	O	O	12	obl:arg
15	libre	libre	ADJ	O	O	14	amod
16	ou	ou	CCONJ	O	O	17	cc
17	captive	captif	ADJ	O	O	15	conj
18	(	(	PUNCT	O	O	14	punct
19	sinon	sinon	ADV	O	O	21	advmod
20	très	très	ADV	O	O	21	advmod
21	localisé	localiser	ADJ	O	O	14	amod
22	)	)	PUNCT	O	O	14	punct
23	.	.	PUNCT	O	O	4	punct


#Captages d 'eau potable :
1	Captages	captage	NOUN	EO	O	1	ROOT
2	d	d	ADP	O	O	3	case
3	'	'	PUNCT	O	O	1	nmod
4	eau	eau	NOUN	O	O	1	nmod
5	potable	potable	ADJ	O	O	4	amod
6	:	:	PUNCT	O	O	1	punct


#D'après la DDASS de la Loire, le captage d'eau potable le plus proche est le Barrage de l'Echapre, à 4,12 km en amont du site de la société AKERS, sur la commune de Firminy.
1	D'	de	ADP	O	O	4	case
2	après	après	ADP	O	O	1	fixed
3	la	le	DET	BO	BI	4	det
4	DDASS	ddas	NOUN	IO	EI	19	obl:mod
5	de	de	ADP	IO	O	7	case
6	la	le	DET	IO	BI	7	det
7	Loire	Loire	PROPN	EO	EI	4	nmod
8	,	,	PUNCT	O	O	19	punct
9	le	le	DET	BO	O	10	det
10	captage	captage	NOUN	EO	O	19	nsubj
11	d'	de	ADP	O	O	12	case
12	eau	eau	NOUN	O	O	10	nmod
13	potable	potable	ADJ	O	O	12	amod
14	le	le	DET	O	O	16	det
15	plus	plus	ADV	O	O	16	advmod
16	proche	proche	ADJ	O	O	10	amod
17	est	être	AUX	O	O	19	cop
18	le	le	DET	BO	O	19	det
19	Barrage	barrage	NOUN	BL	O	19	ROOT
20	de	de	ADP	IL	O	22	case
21	l'	le	DET	IL	O	22	det
22	Echapre	Echapre	PROPN	BL	O	19	nmod
23	,	,	PUNCT	O	O	19	punct
24	à	à	ADP	BL	O	26	case
25	4,12	4,12	NUM	IL	O	26	nummod
26	km	kilomètre	NOUN	IL	O	19	nmod
27	en	en	ADP	IL	O	28	case
28	amont	amont	NOUN	IL	O	19	nmod
29	du	de	ADP	IL	O	30	case
30	site	site	NOUN	EL	O	28	nmod
31	de	de	ADP	O	O	33	case
32	la	le	DET	BO	BI	33	det
33	société	société	NOUN	IO	II	30	nmod
34	AKERS	AKERS	PROPN	BO	EI	33	nmod
35	,	,	PUNCT	O	O	30	punct
36	sur	sur	ADP	BL	O	38	case
37	la	le	DET	IL	O	38	det
38	commune	commune	NOUN	IL	O	19	nmod
39	de	de	ADP	IL	O	40	case
40	Firminy	Firminy	PROPN	EL	O	38	nmod
41	.	.	PUNCT	O	O	19	punct


#Le site n'est pas concerné par le périmètre de protection du captage d 'eau potable.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	6	nsubj:pass
3	n'	n'	ADV	O	O	6	advmod
4	est	être	AUX	O	O	6	aux:pass
5	pas	pas	ADV	O	O	6	advmod
6	concerné	concerner	VERB	O	O	6	ROOT
7	par	par	ADP	O	O	9	case
8	le	le	DET	BO	O	9	det
9	périmètre	périmètre	NOUN	EO	O	6	obl:agent
10	de	de	ADP	O	O	11	case
11	protection	protection	NOUN	O	O	9	nmod
12	du	de	ADP	O	O	13	case
13	captage	captage	NOUN	O	O	11	nmod
14	d	d	ADP	O	O	15	case
15	'	'	PUNCT	O	O	13	nmod
16	eau	eau	NOUN	O	O	13	nmod
17	potable	potable	ADJ	O	O	16	amod
18	.	.	PUNCT	O	O	6	punct


#D'autre part, il est à noter la présence d'une zone de baignade sur la commune de Saint Paul en Cornillon (bord de Loire), en aval du site.
1	D'	de	ADP	O	O	3	case
2	autre	autre	ADJ	O	O	3	amod
3	part	part	NOUN	O	O	6	obl:mod
4	,	,	PUNCT	O	O	6	punct
5	il	il	PRON	O	O	6	expl:subj
6	est	être	VERB	O	O	6	ROOT
7	à	à	ADP	O	O	8	mark
8	noter	noter	VERB	O	O	6	xcomp
9	la	le	DET	O	O	10	det
10	présence	présence	NOUN	O	O	8	obj
11	d'	de	ADP	O	O	13	case
12	une	un	DET	BO	O	13	det
13	zone	zone	NOUN	IO	O	10	nmod
14	de	de	ADP	IO	O	15	case
15	baignade	baignade	NOUN	EO	O	13	nmod
16	sur	sur	ADP	BL	O	18	case
17	la	le	DET	IL	O	18	det
18	commune	commune	NOUN	IL	O	10	nmod
19	de	de	ADP	IL	O	20	case
20	Saint	Saint	PROPN	IL	O	18	nmod
21	Paul	Paul	PROPN	IL	O	20	flat:name
22	en	en	ADP	IL	O	23	case
23	Cornillon	Cornillon	PROPN	IL	O	20	nmod
24	(	(	PUNCT	IL	O	20	punct
25	bord	bord	NOUN	IL	O	20	appos
26	de	de	ADP	IL	O	27	case
27	Loire	Loire	PROPN	EL	O	25	nmod
28	)	)	PUNCT	O	O	20	punct
29	,	,	PUNCT	O	O	10	punct
30	en	en	ADP	BL	O	31	case
31	aval	aval	NOUN	IL	O	10	nmod
32	du	de	ADP	IL	O	33	case
33	site	site	NOUN	EL	O	31	nmod
34	.	.	PUNCT	O	O	6	punct


#Contexte hydrographique :
1	Contexte	contexte	NOUN	O	O	1	ROOT
2	hydrographique	hydrographique	ADJ	O	O	1	amod
3	:	:	PUNCT	O	O	1	punct


#Le site est traversé par I'Ondaine, affluent de la Loire.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BL	O	4	aux:pass
4	traversé	traverser	VERB	IL	O	4	ROOT
5	par	par	ADP	IL	O	6	case
6	I'	I'	PROPN	IL	O	4	obl:agent
7	Ondaine	Ondaine	PROPN	EL	O	6	flat:name
8	,	,	PUNCT	O	O	7	punct
9	affluent	affluent	NOUN	O	O	7	appos
10	de	de	ADP	O	O	12	case
11	la	le	DET	BL	O	12	det
12	Loire	Loire	PROPN	EL	O	9	nmod
13	.	.	PUNCT	O	O	4	punct


#AKERS informe la préfecture de l'arrêt total de ses activités de production le 29/11/2010.
1	AKERS	AKERS	PROPN	BO	BI	2	nsubj
2	informe	informe	VERB	BR	O	2	ROOT
3	la	le	DET	BO	O	4	det
4	préfecture	préfecture	NOUN	EO	O	2	obj
5	de	de	ADP	O	O	7	case
6	l'	le	DET	BN	O	7	det
7	arrêt	arrêt	NOUN	IN	O	2	obl:arg
8	total	total	ADJ	EN	O	7	amod
9	de	de	ADP	IA	O	11	case
10	ses	son	DET	IA	O	11	det
11	activités	activité	NOUN	IA	O	7	nmod
12	de	de	ADP	IA	O	13	case
13	production	production	NOUN	EA	O	11	nmod
14	le	le	DET	BT	O	15	det
15	29/11/2010	29/11/2010	NUM	IT	O	7	nmod
16	.	.	PUNCT	ET	O	2	punct


#Dans son rapport du 06/01/2011, l'inspection indique que le 1er janvier 2011, le SDIS a été appelé pour une pollution de l'Ondaine par des hydrocarbures.
1	Dans	dans	ADP	BL	O	3	case
2	son	son	DET	BN	O	3	det
3	rapport	rapport	NOUN	EN	O	9	obl:mod
4	du	de	ADP	BT	O	5	case
5	06/01/2011	06/01/2011	NOUN	IT	O	3	nmod
6	,	,	PUNCT	O	O	9	punct
7	l'	le	DET	O	O	8	det
8	inspection	inspection	NOUN	O	O	9	nsubj
9	indique	indique	VERB	O	O	9	ROOT
10	que	que	SCONJ	O	O	20	mark
11	le	le	DET	BT	O	12	det
12	1er	premier	ADJ	IT	O	20	obl:mod
13	janvier	janvier	NOUN	IT	O	12	nmod
14	2011	2011	PUNCT	ET	O	13	nmod
15	,	,	PUNCT	ET	O	20	punct
16	le	le	DET	BO	BI	17	det
17	SDIS	sdi	NOUN	EO	EI	20	nsubj:pass
18	a	avoir	AUX	BN	O	20	aux:tense
19	été	être	AUX	IN	O	20	aux:pass
20	appelé	appeler	VERB	EN	O	9	ccomp
21	pour	pour	ADP	BR	O	23	case
22	une	un	DET	IN	O	23	det
23	pollution	pollution	NOUN	EN	O	20	obl:arg
24	de	de	ADP	O	O	26	case
25	l'	le	DET	BL	O	26	det
26	Ondaine	Ondaine	PROPN	EL	O	23	nmod
27	par	par	ADP	ER	O	29	case
28	des	un	DET	BO	O	29	det
29	hydrocarbures	hydrocarbure	NOUN	EO	BS	23	nmod
30	.	.	PUNCT	O	O	9	punct


#En recherchant la source de la pollution, les pompiers sont remontés jusqu'à la société AKERS.
1	En	en	ADP	BN	O	2	mark
2	recherchant	rechercher	VERB	EN	O	12	advcl
3	la	le	DET	BO	O	4	det
4	source	source	NOUN	IO	O	2	obj
5	de	de	ADP	IO	O	7	case
6	la	le	DET	IO	O	7	det
7	pollution	pollution	NOUN	EO	O	4	nmod
8	,	,	PUNCT	O	O	12	punct
9	les	le	DET	O	O	10	det
10	pompiers	pompier	NOUN	O	O	12	nsubj:pass
11	sont	être	AUX	BN	O	12	aux:tense
12	remontés	remonter	VERB	EN	O	12	ROOT
13	jusqu'	jusque	ADP	O	O	16	case
14	à	à	ADP	O	O	16	case
15	la	le	DET	BO	BI	16	det
16	société	société	NOUN	IO	II	12	obl:arg
17	AKERS	AKERS	PROPN	EO	EI	16	nmod
18	.	.	PUNCT	O	O	12	punct


#La pollution semble provenir du bief qui traverse le site.
1	La	le	DET	O	O	2	det
2	pollution	pollution	NOUN	O	O	3	nsubj
3	semble	semble	VERB	O	O	3	ROOT
4	provenir	provenir	VERB	O	O	3	xcomp
5	du	de	ADP	O	O	6	case
6	bief	bief	NOUN	BO	O	4	obl:arg
7	qui	qui	PRON	O	O	8	nsubj
8	traverse	traverse	VERB	IL	O	6	acl:relcl
9	le	le	DET	IL	O	10	det
10	site	site	NOUN	EL	O	8	obj
11	.	.	PUNCT	O	O	3	punct


#Il est à noter que le site était fermé entre les fêtes de fin d'année et qu'aucune activité délibérée ne peut donc être à l'origine de la pollution.
1	Il	il	PRON	O	O	2	expl:subj
2	est	être	VERB	O	O	2	ROOT
3	à	à	ADP	O	O	4	mark
4	noter	noter	VERB	O	O	2	xcomp
5	que	que	SCONJ	O	O	9	mark
6	le	le	DET	BO	O	7	det
7	site	site	NOUN	EO	O	9	nsubj:pass
8	était	être	AUX	BN	O	9	aux:pass
9	fermé	fermer	VERB	EN	O	2	ccomp
10	entre	entre	ADP	BT	O	12	case
11	les	le	DET	IT	O	12	det
12	fêtes	fête	NOUN	IT	O	9	obl:mod
13	de	de	ADP	IT	O	14	case
14	fin	fin	NOUN	IT	O	12	nmod
15	d'	de	ADP	IT	O	16	case
16	année	année	NOUN	ET	O	14	nmod
17	et	et	CCONJ	O	O	23	cc
18	qu'	que	SCONJ	O	O	23	mark
19	aucune	aucun	DET	O	O	20	det
20	activité	activité	NOUN	BO	O	23	nsubj
21	délibérée	délibéré	ADJ	EO	O	20	amod
22	ne	ne	ADV	O	O	23	advmod
23	peut	pouvoir	VERB	O	O	9	conj
24	donc	donc	ADV	O	O	23	advmod
25	être	être	AUX	O	O	28	cop
26	à	à	ADP	BL	O	28	case
27	l'	le	DET	IR	O	28	det
28	origine	origine	NOUN	IR	O	23	xcomp
29	de	de	ADP	ER	O	31	case
30	la	le	DET	BN	O	31	det
31	pollution	pollution	NOUN	EN	O	28	nmod
32	.	.	PUNCT	O	O	2	punct


#Il a été constaté qu'une fosse de trempe identifiée HF3 par la société, semble contenir une grande quantité d'eau polluée.
1	Il	il	PRON	O	O	4	nsubj:pass
2	a	avoir	AUX	O	O	4	aux:tense
3	été	être	AUX	O	O	4	aux:pass
4	constaté	constater	VERB	O	O	4	ROOT
5	qu'	que	SCONJ	O	O	16	mark
6	une	un	DET	BO	O	7	det
7	fosse	fosse	NOUN	IO	O	16	nsubj
8	de	de	ADP	IO	O	9	case
9	trempe	trempe	NOUN	EO	O	7	nmod
10	identifiée	identifier	VERB	O	O	7	acl
11	HF3	hf3	NOUN	O	O	10	obl:mod
12	par	par	ADP	O	O	14	case
13	la	le	DET	BO	O	14	det
14	société	société	NOUN	EO	O	10	obl:agent
15	,	,	PUNCT	O	O	16	punct
16	semble	semble	VERB	O	O	4	ccomp
17	contenir	contenir	VERB	O	O	16	xcomp
18	une	un	DET	O	O	20	det
19	grande	grand	ADJ	O	O	20	amod
20	quantité	quantité	NOUN	O	O	17	obj
21	d'	de	ADP	O	O	22	case
22	eau	eau	NOUN	BO	O	20	nmod
23	polluée	polluer	VERB	EO	O	22	acl
24	.	.	PUNCT	O	O	4	punct


#Il existe également un bief qui traverse le site, en prise directe sur l'Ondaine.
1	Il	il	PRON	O	O	2	expl:subj
2	existe	existe	VERB	O	O	2	ROOT
3	également	également	ADV	O	O	2	advmod
4	un	un	DET	BO	O	5	det
5	bief	bief	NOUN	EO	O	2	obj
6	qui	qui	PRON	O	O	7	nsubj
7	traverse	traverse	VERB	O	O	5	acl:relcl
8	le	le	DET	O	O	9	det
9	site	site	NOUN	O	O	7	obj
10	,	,	PUNCT	O	O	5	punct
11	en	en	ADP	O	O	12	case
12	prise	prise	NOUN	IL	O	5	nmod
13	directe	direct	ADJ	IL	O	12	amod
14	sur	sur	ADP	IL	O	16	case
15	l'	le	DET	IL	O	16	det
16	Ondaine	Ondaine	PROPN	EL	O	12	nmod
17	.	.	PUNCT	O	O	2	punct


#L'entrée de ce bief semble condamnée, mais le bief est en eau.
1	L'	le	DET	O	O	2	det
2	entrée	entrée	NOUN	O	O	6	nsubj
3	de	de	ADP	O	O	5	case
4	ce	ce	DET	BO	O	5	det
5	bief	bief	NOUN	EO	O	2	nmod
6	semble	semble	VERB	O	O	6	ROOT
7	condamnée	condamner	VERB	O	O	6	xcomp
8	,	,	PUNCT	O	O	6	punct
9	mais	mais	CCONJ	O	O	14	cc
10	le	le	DET	BO	O	11	det
11	bief	bief	NOUN	EO	O	14	nsubj
12	est	être	AUX	O	O	14	cop
13	en	en	ADP	O	O	14	case
14	eau	eau	NOUN	O	O	6	conj
15	.	.	PUNCT	O	O	6	punct


#La présence d'hydrocarbures a pu être constatée via un regard, sans être quantifiée.
1	La	le	DET	O	O	2	det
2	présence	présence	NOUN	O	O	6	nsubj
3	d'	de	ADP	O	O	4	case
4	hydrocarbures	hydrocarbure	NOUN	O	BS	2	nmod
5	a	avoir	AUX	O	O	6	aux:tense
6	pu	pouvoir	VERB	O	O	6	ROOT
7	être	être	AUX	O	O	8	aux:pass
8	constatée	constater	VERB	O	O	6	xcomp
9	via	via	ADP	O	O	11	case
10	un	un	DET	O	O	11	det
11	regard	regard	NOUN	O	O	8	obl:mod
